Latitude,Longitude,Date,HLS_Tile,HLSS30_020_B01,HLSS30_020_B02,HLSS30_020_B03,HLSS30_020_B04,HLSS30_020_B05,HLSS30_020_B06,HLSS30_020_B07,HLSS30_020_B08,HLSS30_020_B09,HLSS30_020_B10,HLSS30_020_B11,HLSS30_020_B12,HLSS30_020_B8A,HLSS30_020_Fmask,HLSS30_020_Fmask_bitmask,HLSS30_020_Fmask_Aerosol_level,HLSS30_020_Fmask_Aerosol_level_Description,HLSS30_020_Fmask_Water,HLSS30_020_Fmask_Water_Description,HLSS30_020_Fmask_Snow/ice,HLSS30_020_Fmask_Snow/ice_Description,HLSS30_020_Fmask_Cloud_shadow,HLSS30_020_Fmask_Cloud_shadow_Description,HLSS30_020_Fmask_Adjacent_to_cloud/shadow,HLSS30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSS30_020_Fmask_Cloud,HLSS30_020_Fmask_Cloud_Description,"HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
25.243782,-80.496398,2023-03-31,17RNH,0.2049,0.1203,0.1716,0.1714,0.1981,0.2138,0.2472,0.1986,0.0226,0.0009,0.1312,0.121,0.2454,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-05,17RNH,0.0442,0.08,0.1357,0.1419,0.1621,0.1386,0.1605,0.1394,-0.0176,0.0006,0.0135,0.0065,0.1263,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-10,17RNH,0.0351,0.0887,0.1618,0.1625,0.1737,0.1272,0.1514,0.1325,-0.0263,0.0014,0.0375,0.0285,0.1136,198.0,0b11000110,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-15,17RNH,-0.0499,-0.0152,0.0553,0.069,0.0804,0.0329,0.0544,0.0393,-0.0528,0.0006,0.0007,-0.0006,0.0286,228.0,0b11100100,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-20,17RNH,0.0005,0.0291,0.0908,0.0979,0.1169,0.0734,0.0912,0.0765,-0.0234,0.0006,0.0108,0.006,0.0613,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-25,17RNH,0.3352,0.2971,0.3458,0.3369,0.3541,0.3746,0.3869,0.3651,0.1779,0.0227,0.3085,0.2378,0.3919,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-30,17RNH,-0.0323,-0.0131,0.0285,0.0228,0.0256,0.0149,0.0318,0.0199,-0.0524,0.0118,0.0064,0.011,0.0224,224.0,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-01,17RNJ,0.0497,0.0847,0.1382,0.1428,0.1745,0.1801,0.2005,0.1931,-0.001,0.0006,0.0117,0.007,0.1846,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-06,17RNJ,0.0253,0.0552,0.1072,0.1068,0.1232,0.0946,0.1157,0.0945,-0.02,0.0005,0.008,0.0027,0.0809,240.0,0b11110000,0b11,High aerosol,0b1,Yes,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-11,17RNJ,-0.0064,0.0291,0.0891,0.0872,0.0966,0.0517,0.0696,0.053,-0.046,0.0005,-0.0036,-0.0011,0.0384,224.0,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-16,17RNJ,0.0058,0.0346,0.0885,0.092,0.1042,0.0605,0.0752,0.0623,-0.0059,0.0007,0.0074,0.004,0.0493,224.0,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-21,17RNJ,-0.0717,-0.031,-0.0071,-0.0199,-0.0197,-0.0332,-0.0174,0.0133,-0.0831,0.001,0.0049,0.0082,-0.0187,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-26,17RNJ,-0.0335,0.1031,0.0392,0.0253,0.0307,0.0288,0.036,0.0859,-0.0355,0.0006,0.0323,0.023,0.0291,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-03-31,17RNJ,0.2049,0.1207,0.1711,0.1703,0.1965,0.2122,0.2462,0.1964,0.0181,0.0009,0.1286,0.1191,0.2441,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-05,17RNJ,0.0437,0.0797,0.1352,0.1413,0.1608,0.1376,0.16,0.1382,-0.0178,0.0006,0.0134,0.0064,0.1259,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-10,17RNJ,0.0313,0.0869,0.1609,0.1614,0.1688,0.1238,0.1504,0.1278,-0.025,0.0014,0.038,0.028,0.114,198.0,0b11000110,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-15,17RNJ,-0.0423,-0.0091,0.0595,0.0724,0.083,0.0364,0.0577,0.0421,-0.0485,0.0006,0.0016,-0.0003,0.032,228.0,0b11100100,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-20,17RNJ,-0.0002,0.0288,0.0905,0.0974,0.1153,0.0722,0.0907,0.075,-0.0235,0.0006,0.0107,0.0058,0.0611,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-25,17RNJ,0.3342,0.2962,0.3461,0.3389,0.3636,0.3844,0.3894,0.3796,0.1778,0.0227,0.3086,0.2443,0.3918,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243782,-80.496398,2023-04-30,17RNJ,-0.0336,-0.0134,0.0283,0.0225,0.0253,0.0146,0.0314,0.0196,-0.0532,0.0118,0.0061,0.0109,0.0219,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-01,17RNH,0.0079,0.0081,0.0302,0.0216,0.0591,0.1376,0.1684,0.176,0.0491,0.0008,0.0606,0.0257,0.197,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-06,17RNH,0.0053,0.0063,0.0301,0.0212,0.0597,0.1402,0.1705,0.1716,0.0073,0.0007,0.0642,0.0242,0.2008,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-11,17RNH,0.0018,0.0037,0.0281,0.0187,0.0545,0.1276,0.1588,0.158,-0.0039,0.0006,0.0516,0.0198,0.178,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-16,17RNH,0.0004,0.0038,0.0262,0.0177,0.0557,0.1203,0.1478,0.1472,0.0256,0.0009,0.0507,0.0225,0.1579,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-21,17RNH,0.6952,0.6797,0.6981,0.6879,0.7036,0.7145,0.7238,0.7139,0.2401,0.0028,0.6199,0.495,0.7264,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-26,17RNH,-0.002,-0.0021,0.0232,0.0096,0.057,0.1493,0.1845,0.1787,-0.0149,0.0007,0.0517,0.017,0.2048,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-31,17RNH,0.0595,0.0376,0.069,0.0562,0.1008,0.1941,0.2347,0.2294,0.0122,0.0078,0.103,0.0629,0.2645,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-05,17RNH,-0.0165,-0.0218,-0.0146,-0.0182,-0.0116,0.0086,0.0168,0.0157,-0.033,0.0017,0.0032,-0.0007,0.0201,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-10,17RNH,-0.0164,-0.0013,0.0252,0.0035,0.0559,0.1661,0.2149,0.2226,-0.0278,0.0027,0.0947,0.0521,0.2602,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-15,17RNH,0.0017,0.0005,0.0233,0.0144,0.0476,0.1128,0.1371,0.124,-0.0134,0.0006,0.0443,0.0184,0.151,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-20,17RNH,0.3749,0.349,0.3595,0.3493,0.3705,0.3919,0.4071,0.4047,0.1378,0.0021,0.3413,0.2744,0.4162,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-25,17RNH,0.0546,0.0587,0.0593,0.0735,0.0989,0.1434,0.1747,0.1871,0.0605,0.0145,0.1478,0.1191,0.1963,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-30,17RNH,0.0119,0.0061,0.0445,0.0205,0.0543,0.1276,0.1741,0.1452,-0.0464,0.0119,0.0759,0.0497,0.1894,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-01,17RNJ,0.0073,0.0075,0.0296,0.0208,0.0583,0.137,0.1677,0.1754,0.0483,0.0008,0.0597,0.0251,0.1964,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-06,17RNJ,0.0052,0.0065,0.0303,0.0212,0.059,0.1385,0.1697,0.1686,0.0076,0.0007,0.064,0.0238,0.2004,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-11,17RNJ,0.0017,0.0037,0.0279,0.0183,0.0533,0.1255,0.1578,0.1551,-0.0044,0.0006,0.0509,0.0192,0.1774,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-16,17RNJ,0.0011,0.0045,0.0265,0.0179,0.0551,0.119,0.1471,0.145,0.0254,0.0009,0.0502,0.0219,0.1575,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-21,17RNJ,0.6914,0.677,0.696,0.6861,0.7006,0.7116,0.7222,0.7106,0.2405,0.0028,0.6186,0.4928,0.7252,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-26,17RNJ,-0.0024,-0.0024,0.0231,0.0096,0.0566,0.1487,0.1841,0.178,-0.0148,0.0007,0.0516,0.017,0.2046,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-03-31,17RNJ,0.0592,0.0374,0.0689,0.0561,0.1005,0.1935,0.2342,0.2285,0.0122,0.0078,0.1028,0.0626,0.264,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-05,17RNJ,-0.0189,-0.0246,-0.0176,-0.0218,-0.0154,0.0048,0.013,0.0114,-0.0375,0.0017,0.0002,-0.0024,0.016,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-10,17RNJ,-0.0173,-0.0018,0.0245,0.0024,0.052,0.16,0.2124,0.2133,-0.0284,0.0027,0.0942,0.0502,0.2593,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-15,17RNJ,0.0004,-0.0008,0.0222,0.0133,0.046,0.1112,0.1361,0.122,-0.0145,0.0006,0.0436,0.0179,0.1503,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-20,17RNJ,0.3714,0.346,0.3568,0.3463,0.3646,0.3857,0.4033,0.3972,0.1413,0.0021,0.3406,0.2715,0.4137,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-25,17RNJ,0.0523,0.057,0.0586,0.0737,0.1028,0.1481,0.1758,0.196,0.06,0.0145,0.1477,0.1223,0.196,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.243932,-80.629273,2023-04-30,17RNJ,0.0123,0.0064,0.0446,0.0202,0.054,0.1272,0.1734,0.1449,-0.0476,0.0119,0.0754,0.0493,0.1886,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-01,17RNH,0.0072,0.0069,0.0288,0.0185,0.0582,0.1484,0.1781,0.193,0.055,0.0007,0.0985,0.041,0.215,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-06,17RNH,0.0035,0.0026,0.0274,0.0161,0.0594,0.1506,0.184,0.1897,0.0127,0.0007,0.0955,0.037,0.2194,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-11,17RNH,0.0068,0.0077,0.0291,0.0169,0.0563,0.1402,0.1747,0.1814,0.0053,0.0007,0.0855,0.036,0.2057,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-16,17RNH,0.0059,0.006,0.0281,0.0168,0.0616,0.1412,0.1685,0.1749,0.0423,0.001,0.0798,0.0344,0.1896,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-21,17RNH,0.8132,0.8103,0.8426,0.8426,0.8596,0.8672,0.8767,0.869,0.3262,0.0033,0.6615,0.4891,0.8803,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-26,17RNH,0.0009,0.0012,0.0271,0.0105,0.0581,0.1596,0.1906,0.2156,0.0012,0.0009,0.0703,0.0238,0.2095,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-31,17RNH,0.1583,0.1665,0.1935,0.1849,0.2175,0.2792,0.3153,0.3118,0.0165,0.007,0.2202,0.168,0.3324,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-05,17RNH,-0.0004,-0.0016,0.0249,0.0126,0.0548,0.1394,0.1689,0.1737,-0.003,0.0017,0.0842,0.0354,0.2017,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-10,17RNH,0.012,0.0149,0.0425,0.0218,0.0735,0.1854,0.2365,0.2451,-0.0207,0.0035,0.126,0.0554,0.2755,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-15,17RNH,0.0054,0.0024,0.0287,0.0142,0.0597,0.153,0.1868,0.1857,-0.0085,0.0008,0.0863,0.0348,0.2082,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-20,17RNH,0.0692,0.0441,0.0891,0.1117,0.1311,0.1706,0.1987,0.1505,-0.0069,0.0012,0.1804,0.1593,0.2124,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-25,17RNH,0.122,-0.0153,0.0511,0.064,0.1114,0.1764,0.2188,0.1398,0.0697,0.0108,0.1734,0.1564,0.2416,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-30,17RNH,0.0124,0.0011,0.033,0.022,0.0609,0.1455,0.1915,0.1819,-0.0116,0.0066,0.0977,0.0488,0.2184,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-01,17RNJ,0.0066,0.0066,0.0287,0.0184,0.0581,0.148,0.1777,0.1926,0.0551,0.0007,0.0983,0.041,0.2146,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-06,17RNJ,0.0029,0.0025,0.0274,0.016,0.0586,0.1488,0.1831,0.1866,0.0129,0.0007,0.0953,0.0366,0.219,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-11,17RNJ,0.0067,0.0077,0.0292,0.0169,0.0556,0.1385,0.1739,0.1785,0.0059,0.0007,0.0854,0.0357,0.2054,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-16,17RNJ,0.006,0.0066,0.0286,0.0172,0.0614,0.14,0.1679,0.1725,0.0429,0.001,0.0801,0.0342,0.1894,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-21,17RNJ,0.8098,0.8081,0.8408,0.8412,0.857,0.8648,0.8757,0.8661,0.3261,0.0033,0.6608,0.4868,0.8799,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-26,17RNJ,0.0008,0.0011,0.0269,0.0099,0.0573,0.1586,0.1898,0.2144,-0.0003,0.0009,0.0691,0.0229,0.2089,204.0,0b11001100,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-03-31,17RNJ,0.1581,0.1663,0.1933,0.1849,0.2172,0.2785,0.3149,0.311,0.0181,0.007,0.2199,0.1675,0.3322,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-05,17RNJ,-0.001,-0.0018,0.0246,0.0125,0.0543,0.1384,0.1682,0.1721,-0.0031,0.0017,0.0841,0.035,0.2012,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-10,17RNJ,0.0105,0.0138,0.0416,0.0207,0.07,0.1796,0.2342,0.2359,-0.0214,0.0035,0.1256,0.0537,0.2747,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-15,17RNJ,0.0056,0.0025,0.0289,0.0145,0.0594,0.1518,0.1863,0.1839,-0.0077,0.0008,0.0864,0.0346,0.2079,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-20,17RNJ,0.132,0.1098,0.1417,0.1564,0.1716,0.2029,0.225,0.1801,0.0399,0.0012,0.1871,0.1609,0.2319,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-25,17RNJ,0.1181,-0.017,0.0531,0.0701,0.1168,0.1819,0.2203,0.147,0.0693,0.0108,0.1733,0.162,0.2413,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244057,-80.622319,2023-04-30,17RNJ,0.012,0.001,0.0331,0.0221,0.061,0.1455,0.1913,0.1822,-0.0116,0.0066,0.0975,0.0488,0.218,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-01,17RNH,0.0375,0.0737,0.1225,0.1322,0.1535,0.1538,0.1726,0.1622,0.0049,0.0005,0.0196,0.0101,0.1522,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-06,17RNH,0.0249,0.0534,0.0999,0.1029,0.1177,0.0922,0.1112,0.0935,-0.0143,0.0007,0.0127,0.0051,0.0831,240.0,0b11110000,0b11,High aerosol,0b1,Yes,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-11,17RNH,0.0097,0.0226,0.0478,0.0438,0.0488,0.0357,0.0436,0.0317,-0.0173,0.0005,0.0034,0.0029,0.0314,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-16,17RNH,0.0195,0.0506,0.0982,0.1001,0.1106,0.0716,0.0838,0.0735,0.003,0.0007,0.0156,0.0076,0.0622,160.0,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-21,17RNH,0.3821,0.4013,0.4269,0.4262,0.4333,0.4487,0.4617,0.4609,0.1254,0.002,0.4185,0.3593,0.4656,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-26,17RNH,-0.0065,0.0352,0.1053,0.1181,0.1356,0.1021,0.1265,0.0999,-0.0291,0.0007,0.0332,0.0253,0.097,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-31,17RNH,-0.0191,0.0413,0.1065,0.1147,0.135,0.1188,0.1439,0.1331,-0.0587,0.0006,0.035,0.0264,0.1157,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-05,17RNH,0.0315,0.0682,0.124,0.1336,0.1529,0.1331,0.1553,0.1364,-0.013,0.0005,0.0211,0.0108,0.1246,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-10,17RNH,0.094,0.12,0.1419,0.1316,0.1443,0.1588,0.1733,0.1798,0.0,0.0015,0.1355,0.0909,0.174,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-15,17RNH,0.0016,0.0392,0.078,0.078,0.0926,0.0942,0.1194,0.097,-0.0662,0.0007,0.1001,0.0802,0.109,202.0,0b11001010,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-20,17RNH,0.0147,0.0454,0.1014,0.1099,0.1214,0.0802,0.097,0.0849,-0.0123,0.0008,0.0193,0.0117,0.0717,224.0,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-25,17RNH,0.356,0.2977,0.3382,0.3455,0.3635,0.3815,0.3961,0.3648,0.2072,0.0279,0.3328,0.27,0.4079,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-04-30,17RNH,0.1443,0.1287,0.1754,0.2042,0.2029,0.215,0.229,0.1886,0.0905,0.0947,0.1567,0.1193,0.2375,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.244094,-80.5219,2023-03-01,17RNJ,0.0372,0.0736,0.1222,0.1319,0.153,0.1534,0.1722,0.1618,0.0048,0.0005,0.0194,0.01,0.1518,208.0,0b11010000,0b11,High aerosol,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
